date,scheme,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2014-10-28,disagg,futonly,gold,other_rept,67465,26793,21541,40672,-4824,83.0,0.63,75,48,414410
2014-10-28,disagg,futonly,gold,nonrept,32399,34274,,-1875,1211,1.3,-1.23,,,414410
2014-11-04,disagg,futonly,gold,prod_merc,39318,77108,,-37790,12025,85.5,0.7,23,27,417377
2014-11-04,disagg,futonly,gold,swap,76965,94482,45384,-17517,31532,90.5,1.07,17,17,417377
2014-11-04,disagg,futonly,gold,m_money,113324,74519,20230,38805,-21262,7.9,-1.11,52,55,417377
2014-11-04,disagg,futonly,gold,other_rept,63575,39155,24365,24420,-16252,38.2,-0.22,71,68,417377
2014-11-04,disagg,futonly,gold,nonrept,34216,42134,,-7918,-6043,0.1,-1.53,,,417377
2014-11-11,disagg,futonly,gold,prod_merc,49129,86992,,-37863,-73,85.3,0.69,23,31,443422
2014-11-11,disagg,futonly,gold,swap,81186,93347,54011,-12161,5356,93.5,1.27,15,18,443422
2014-11-11,disagg,futonly,gold,m_money,110478,79863,18609,30615,-8190,4.7,-1.3,53,47,443422
2014-11-11,disagg,futonly,gold,other_rept,66790,41362,27982,25428,1008,40.8,-0.17,67,69,443422
2014-11-11,disagg,futonly,gold,nonrept,35237,41256,,-6019,1899,0.6,-1.41,,,443422
2014-11-18,disagg,futonly,gold,prod_merc,56408,96660,,-40252,-2389,84.5,0.64,23,28,459657
2014-11-18,disagg,futonly,gold,swap,77541,108286,59719,-30745,-18584,78.1,0.56,15,19,459657
2014-11-18,disagg,futonly,gold,m_money,119566,71166,14405,48400,17785,14.4,-0.84,58,42,459657
2014-11-18,disagg,futonly,gold,other_rept,68389,35367,30321,33022,7594,66.3,0.22,75,60,459657
2014-11-18,disagg,futonly,gold,nonrept,33308,43733,,-10425,-4406,0.1,-1.62,,,459657
2014-11-25,disagg,futonly,gold,prod_merc,36606,73368,,-36762,3490,86.5,0.68,24,32,388145
2014-11-25,disagg,futonly,gold,swap,75262,106985,44466,-31723,-978,76.8,0.52,14,16,388145
2014-11-25,disagg,futonly,gold,m_money,113999,59549,13161,54450,6050,18.9,-0.67,53,38,388145
2014-11-25,disagg,futonly,gold,other_rept,53395,31638,18400,21757,-11265,29.8,-0.37,57,52,388145
2014-11-25,disagg,futonly,gold,nonrept,32856,40578,,-7722,2703,0.6,-1.46,,,388145
2014-12-02,disagg,futonly,gold,prod_merc,30598,75927,,-45329,-8567,82.7,0.55,21,30,368121
2014-12-02,disagg,futonly,gold,swap,68077,112156,37102,-44079,-12356,60.6,0.05,13,18,368121
2014-12-02,disagg,futonly,gold,m_money,117804,49170,9697,68634,14184,27.2,-0.3,55,38,368121
2014-12-02,disagg,futonly,gold,other_rept,52831,32135,17874,20696,-1061,27.9,-0.42,58,52,368121
2014-12-02,disagg,futonly,gold,nonrept,34138,34060,,78,7800,4.2,-1.03,,,368121
2014-12-09,disagg,futonly,gold,prod_merc,33262,88237,,-54975,-9646,80.3,0.4,22,33,375323
2014-12-09,disagg,futonly,gold,swap,54078,115704,37751,-61626,-17547,39.5,-0.62,13,17,375323
2014-12-09,disagg,futonly,gold,m_money,130648,39985,7927,90663,22029,39.3,0.28,60,37,375323
2014-12-09,disagg,futonly,gold,other_rept,56213,32014,17395,24199,3503,37.7,-0.24,57,57,375323
2014-12-09,disagg,futonly,gold,nonrept,38049,36310,,1739,1661,7.5,-0.93,,,375323
2014-12-16,disagg,futonly,gold,prod_merc,34330,93684,,-59354,-4379,78.5,0.33,21,33,371743
2014-12-16,disagg,futonly,gold,swap,58092,113829,40446,-55737,5889,46.9,-0.38,15,18,371743
2014-12-16,disagg,futonly,gold,m_money,127571,35746,6412,91825,1162,40.3,0.31,62,31,371743
2014-12-16,disagg,futonly,gold,other_rept,54576,27993,17384,26583,2384,45.5,-0.12,51,54,371743
2014-12-16,disagg,futonly,gold,nonrept,32932,36249,,-3317,-5056,1.5,-1.18,,,371743
2014-12-23,disagg,futonly,gold,prod_merc,31936,82559,,-50623,8731,81.5,0.45,23,33,375212
2014-12-23,disagg,futonly,gold,swap,63961,118563,38899,-54602,1135,48.5,-0.33,15,19,375212
2014-12-23,disagg,futonly,gold,m_money,123087,40890,9612,82197,-9628,36.4,0.07,54,35,375212
2014-12-23,disagg,futonly,gold,other_rept,57893,29180,18596,28713,2130,51.8,-0.01,59,54,375212
2014-12-23,disagg,futonly,gold,nonrept,31228,36913,,-5685,-2368,1.2,-1.29,,,375212
2014-12-30,disagg,futonly,gold,prod_merc,28690,82890,,-54200,-3577,80.2,0.39,21,33,373982
2014-12-30,disagg,futonly,gold,swap,59587,118521,37541,-58934,-4332,42.8,-0.49,12,19,373982
2014-12-30,disagg,futonly,gold,m_money,124928,37878,12307,87050,4853,37.0,0.2,58,30,373982
2014-12-30,disagg,futonly,gold,other_rept,57969,29182,18352,28787,74,52.7,-0.0,59,49,373982
2014-12-30,disagg,futonly,gold,nonrept,34608,37311,,-2703,2982,2.3,-1.12,,,373982
2015-01-06,disagg,futonly,gold,prod_merc,32669,92020,,-59351,-5151,78.2,0.3,20,33,394021
2015-01-06,disagg,futonly,gold,swap,58869,122190,38889,-63321,-4387,38.1,-0.65,13,20,394021
2015-01-06,disagg,futonly,gold,m_money,128325,34129,19111,94196,7146,41.4,0.39,63,30,394021
2015-01-06,disagg,futonly,gold,other_rept,59380,31398,21788,27982,-805,49.0,-0.04,63,52,394021
2015-01-06,disagg,futonly,gold,nonrept,34990,34496,,494,3197,6.1,-0.93,,,394021
2015-01-13,disagg,futonly,gold,prod_merc,34607,99314,,-64707,-5356,76.3,0.21,23,34,402108
2015-01-13,disagg,futonly,gold,swap,57011,129980,37818,-72969,-9648,27.5,-1.02,13,20,402108
2015-01-13,disagg,futonly,gold,m_money,132173,30232,16829,101941,7745,44.2,0.59,64,25,402108
2015-01-13,disagg,futonly,gold,other_rept,60786,32501,23900,28285,303,50.2,-0.03,66,51,402108
2015-01-13,disagg,futonly,gold,nonrept,38984,31534,,7450,6956,15.5,-0.56,,,402108
2015-01-20,disagg,futonly,gold,prod_merc,29306,114948,,-85642,-20935,66.6,-0.11,24,33,430128
2015-01-20,disagg,futonly,gold,swap,56831,148999,34809,-92168,-19199,11.0,-1.77,14,21,430128
2015-01-20,disagg,futonly,gold,m_money,155602,26261,18108,129341,27400,58.1,1.3,83,23,430128
2015-01-20,disagg,futonly,gold,other_rept,67655,34541,24372,33114,4829,67.0,0.22,78,60,430128
2015-01-20,disagg,futonly,gold,nonrept,43445,28090,,15355,7905,23.7,-0.13,,,430128
2015-01-27,disagg,futonly,gold,prod_merc,24610,121126,,-96516,-10874,62.4,-0.28,21,36,438279
2015-01-27,disagg,futonly,gold,swap,49720,159364,42996,-109644,-17476,0.8,-2.4,15,20,438279
2015-01-27,disagg,futonly,gold,m_money,173110,19873,17913,153237,23896,70.6,1.92,90,18,438279
2015-01-27,disagg,futonly,gold,other_rept,65297,29609,20902,35688,2574,74.8,0.35,80,50,438279
2015-01-27,disagg,futonly,gold,nonrept,43731,26496,,17235,1880,24.7,-0.02,,,438279
2015-02-03,disagg,futonly,gold,prod_merc,27037,117623,,-90586,5930,64.7,-0.21,22,31,419524
2015-02-03,disagg,futonly,gold,swap,52559,165246,37578,-112687,-3043,0.3,-2.45,15,18,419524
2015-02-03,disagg,futonly,gold,m_money,167310,18984,15502,148326,-4911,67.4,1.8,86,18,419524
2015-02-03,disagg,futonly,gold,other_rept,61696,25007,13172,36689,1001,77.5,0.4,80,43,419524
2015-02-03,disagg,futonly,gold,nonrept,44670,26412,,18258,1023,25.3,0.04,,,419524
2015-02-10,disagg,futonly,gold,prod_merc,23007,101513,,-78506,12080,71.6,-0.03,20,28,393232
2015-02-10,disagg,futonly,gold,swap,58748,150833,38947,-92085,20602,11.6,-1.63,15,19,393232
2015-02-10,disagg,futonly,gold,m_money,140835,21298,16430,119537,-28789,52.4,1.06,79,22,393232
2015-02-10,disagg,futonly,gold,other_rept,58201,22464,14966,35737,-952,74.7,0.34,71,48,393232
2015-02-10,disagg,futonly,gold,nonrept,42098,26781,,15317,-2941,23.5,-0.11,,,393232
2015-02-17,disagg,futonly,gold,prod_merc,22366,96511,,-74145,4361,72.6,0.03,22,30,389530
2015-02-17,disagg,futonly,gold,swap,63983,133473,39084,-69490,22595,30.7,-0.76,18,16,389530
2015-02-17,disagg,futonly,gold,m_money,128595,32903,18148,95692,-23845,41.1,0.45,73,35,389530
2015-02-17,disagg,futonly,gold,other_rept,59526,23484,16717,36042,305,75.9,0.36,76,45,389530
2015-02-17,disagg,futonly,gold,nonrept,41111,29210,,11901,-3416,19.9,-0.28,,,389530
2015-02-24,disagg,futonly,gold,prod_merc,24350,95758,,-71408,2737,74.0,0.06,26,27,399307
2015-02-24,disagg,futonly,gold,swap,67813,132099,41269,-64286,5204,36.8,-0.56,16,18,399307
2015-02-24,disagg,futonly,gold,m_money,124595,35108,23854,89487,-6205,37.9,0.3,66,33,399307
2015-02-24,disagg,futonly,gold,other_rept,59821,23137,17863,36684,642,77.5,0.38,76,48,399307
2015-02-24,disagg,futonly,gold,nonrept,39742,30219,,9523,-2378,17.0,-0.4,,,399307
2015-03-03,disagg,futonly,gold,prod_merc,23666,89987,,-66321,5087,76.0,0.13,21,26,405124
2015-03-03,disagg,futonly,gold,swap,71498,128564,44916,-57066,7220,46.6,-0.28,16,18,405124
2015-03-03,disagg,futonly,gold,m_money,115279,42320,24082,72959,-16528,30.2,-0.14,63,34,405124
2015-03-03,disagg,futonly,gold,other_rept,65282,22421,20076,42861,6177,86.1,0.7,85,35,405124
2015-03-03,disagg,futonly,gold,nonrept,40325,32758,,7567,-1956,15.5,-0.5,,,405124
2015-03-10,disagg,futonly,gold,prod_merc,26168,78115,,-51947,14374,81.3,0.35,23,24,410918
2015-03-10,disagg,futonly,gold,swap,78066,115461,50344,-37395,19671,69.5,0.48,17,16,410918
2015-03-10,disagg,futonly,gold,m_money,107032,58359,21716,48673,-24286,14.8,-0.8,56,41,410918
2015-03-10,disagg,futonly,gold,other_rept,64789,31570,21541,33219,-9642,66.2,0.19,85,50,410918
2015-03-10,disagg,futonly,gold,nonrept,41262,33812,,7450,-117,15.3,-0.5,,,410918
2015-03-17,disagg,futonly,gold,prod_merc,30755,74063,,-43308,8639,84.0,0.48,25,27,429738
2015-03-17,disagg,futonly,gold,swap,76537,89719,73172,-13182,24213,93.1,1.4,16,17,429738
2015-03-17,disagg,futonly,gold,m_money,97847,78623,23113,19224,-29449,1.6,-1.59,50,49,429738
2015-03-17,disagg,futonly,gold,other_rept,64421,30552,23447,33869,650,68.0,0.22,81,47,429738
2015-03-17,disagg,futonly,gold,nonrept,40446,37049,,3397,-4053,10.8,-0.72,,,429738
2015-03-24,disagg,futonly,gold,prod_merc,27523,72822,,-45299,-1991,83.1,0.43,22,26,433767
2015-03-24,disagg,futonly,gold,swap,81595,89221,68940,-7626,5556,96.4,1.6,18,15,433767
2015-03-24,disagg,futonly,gold,m_money,98784,87349,28132,11435,-7789,0.8,-1.78,51,56,433767
2015-03-24,disagg,futonly,gold,other_rept,69450,26604,24058,42846,8977,85.9,0.68,87,47,433767
2015-03-24,disagg,futonly,gold,nonrept,35285,36641,,-1356,-4753,3.6,-0.97,,,433767
2015-03-31,disagg,futonly,gold,prod_merc,25366,75694,,-50328,-5029,81.6,0.34,20,25,387585
2015-03-31,disagg,futonly,gold,swap,70154,100941,48677,-30787,-23161,78.4,0.72,14,17,387585
2015-03-31,disagg,futonly,gold,m_money,103808,67752,21069,36056,24621,6.6,-1.08,57,43,387585
2015-03-31,disagg,futonly,gold,other_rept,69010,25047,16503,43963,1117,87.3,0.73,78,44,387585
2015-03-31,disagg,futonly,gold,nonrept,32998,31902,,1096,2452,7.3,-0.82,,,387585
2015-04-07,disagg,futonly,gold,prod_merc,24724,85642,,-60918,-10590,77.3,0.16,21,27,390571
2015-04-07,disagg,futonly,gold,swap,62352,109723,46123,-47371,-16584,58.2,0.1,13,18,390571
2015-04-07,disagg,futonly,gold,m_money,112747,57072,22741,55675,19619,20.3,-0.54,61,34,390571
2015-04-07,disagg,futonly,gold,other_rept,70383,25301,16418,45082,1119,89.0,0.79,87,47,390571
2015-04-07,disagg,futonly,gold,nonrept,35083,27551,,7532,6436,16.2,-0.45,,,390571
2015-04-14,disagg,futonly,gold,prod_merc,23642,83946,,-60304,614,77.6,0.17,24,24,395089
2015-04-14,disagg,futonly,gold,swap,59580,102869,47738,-43289,4082,62.2,0.26,14,16,395089
2015-04-14,disagg,futonly,gold,m_money,110439,62390,25981,48049,-7626,14.4,-0.74,60,38,395089
2015-04-14,disagg,futonly,gold,other_rept,74302,23954,18976,50348,5266,94.5,1.05,83,49,395089
2015-04-14,disagg,futonly,gold,nonrept,34431,29235,,5196,-2336,12.7,-0.57,,,395089
2015-04-21,disagg,futonly,gold,prod_merc,21523,75074,,-53551,6753,80.2,0.27,25,24,397379
2015-04-21,disagg,futonly,gold,swap,58445,109900,46139,-51455,-8166,53.2,-0.05,17,14,397379
2015-04-21,disagg,futonly,gold,m_money,108259,60134,28472,48125,76,14.6,-0.73,56,34,397379
2015-04-21,disagg,futonly,gold,other_rept,76308,23188,22491,53120,2772,96.4,1.18,79,53,397379
2015-04-21,disagg,futonly,gold,nonrept,35742,31981,,3761,-1435,11.3,-0.65,,,397379
2015-04-28,disagg,futonly,gold,prod_merc,18237,71952,,-53715,-164,80.1,0.26,21,25,403575
2015-04-28,disagg,futonly,gold,swap,57350,110507,50146,-53157,-1702,50.9,-0.11,16,15,403575
2015-04-28,disagg,futonly,gold,m_money,114952,64369,28997,50583,2458,17.1,-0.65,66,36,403575
2015-04-28,disagg,futonly,gold,other_rept,74977,24303,23393,50674,-2446,94.5,1.05,78,54,403575
2015-04-28,disagg,futonly,gold,nonrept,35523,29908,,5615,1854,13.7,-0.53,,,403575
2015-05-05,disagg,futonly,gold,prod_merc,20250,60415,,-40165,13550,85.1,0.47,23,22,399988
2015-05-05,disagg,futonly,gold,swap,66517,100514,51329,-33997,19160,74.7,0.63,18,15,399988
2015-05-05,disagg,futonly,gold,m_money,98957,76100,30888,22857,-27726,2.7,-1.39,55,42,399988
2015-05-05,disagg,futonly,gold,other_rept,74148,24565,25186,49583,-1091,93.7,0.98,77,49,399988
2015-05-05,disagg,futonly,gold,nonrept,32713,30991,,1722,-3893,8.5,-0.74,,,399988
2015-05-12,disagg,futonly,gold,prod_merc,20691,64014,,-43323,-3158,83.8,0.41,23,27,405612
2015-05-12,disagg,futonly,gold,swap,65253,99432,58885,-34179,-182,73.7,0.64,15,17,405612
2015-05-12,disagg,futonly,gold,m_money,104207,76488,24029,27719,4862,4.0,-1.25,56,44,405612
2015-05-12,disagg,futonly,gold,other_rept,75050,25329,25422,49721,138,93.7,0.98,81,53,405612
2015-05-12,disagg,futonly,gold,nonrept,32075,32013,,62,-1660,4.8,-0.83,,,405612
2015-05-19,disagg,futonly,gold,prod_merc,17951,94860,,-76909,-33586,69.7,-0.16,20,26,428597
2015-05-19,disagg,futonly,gold,swap,61564,116989,61236,-55425,-21246,47.0,-0.18,13,20,428597
2015-05-19,disagg,futonly,gold,m_money,132306,53689,20239,78617,50898,35.2,0.14,67,36,428597
2015-05-19,disagg,futonly,gold,other_rept,69884,25880,26446,44004,-5717,86.2,0.69,75,53,428597
2015-05-19,disagg,futonly,gold,nonrept,38971,29258,,9713,9651,19.6,-0.28,,,428597
2015-05-26,disagg,futonly,gold,prod_merc,17429,91862,,-74433,2476,70.4,-0.12,23,23,411961
2015-05-26,disagg,futonly,gold,swap,66036,101323,61075,-35287,20138,71.9,0.63,15,16,411961
2015-05-26,disagg,futonly,gold,m_money,125069,58825,14976,66244,-12373,26.2,-0.19,58,43,411961
2015-05-26,disagg,futonly,gold,other_rept,66882,28432,23433,38450,-5554,79.6,0.4,67,54,411961
2015-05-26,disagg,futonly,gold,nonrept,37061,32035,,5026,-4687,12.9,-0.54,,,411961
2015-06-02,disagg,futonly,gold,prod_merc,16934,90560,,-73626,807,71.1,-0.11,23,23,398724
2015-06-02,disagg,futonly,gold,swap,67739,102263,53750,-34524,763,73.2,0.67,14,16,398724
2015-06-02,disagg,futonly,gold,m_money,125229,63482,12792,61747,-4497,24.4,-0.31,59,45,398724
2015-06-02,disagg,futonly,gold,other_rept,69070,26407,20006,42663,4213,84.1,0.62,69,51,398724
2015-06-02,disagg,futonly,gold,nonrept,33204,29464,,3740,-1286,11.6,-0.6,,,398724
2015-06-09,disagg,futonly,gold,prod_merc,18488,79791,,-61303,12323,76.5,0.09,24,26,406069
2015-06-09,disagg,futonly,gold,swap,77467,94753,54322,-17286,17238,90.7,1.35,14,17,406069
2015-06-09,disagg,futonly,gold,m_money,121125,83486,14009,37639,-24108,7.6,-0.96,57,51,406069
2015-06-09,disagg,futonly,gold,other_rept,65688,28237,19733,37451,-5212,76.7,0.35,72,51,406069
2015-06-09,disagg,futonly,gold,nonrept,35237,31738,,3499,-241,11.6,-0.61,,,406069
2015-06-16,disagg,futonly,gold,prod_merc,16454,75845,,-59391,1912,77.2,0.11,22,24,415718
2015-06-16,disagg,futonly,gold,swap,76500,93746,60758,-17246,40,90.8,1.36,17,16,415718
2015-06-16,disagg,futonly,gold,m_money,124527,89529,14000,34998,-2641,6.5,-1.02,60,48,415718
2015-06-16,disagg,futonly,gold,other_rept,66526,25801,23042,40725,3274,81.8,0.52,74,44,415718
2015-06-16,disagg,futonly,gold,nonrept,33911,32997,,914,-2585,7.1,-0.74,,,415718
2015-06-23,disagg,futonly,gold,prod_merc,15949,91484,,-75535,-16144,69.8,-0.18,20,24,430978
2015-06-23,disagg,futonly,gold,swap,71617,96970,62878,-25353,-8107,85.1,1.05,17,18,430978
2015-06-23,disagg,futonly,gold,m_money,124843,84927,16608,39916,4918,10.1,-0.88,60,47,430978
2015-06-23,disagg,futonly,gold,other_rept,78101,22903,24659,55198,14473,97.1,1.26,81,48,430978
2015-06-23,disagg,futonly,gold,nonrept,36323,30549,,5774,4860,14.9,-0.46,,,430978
2015-06-30,disagg,futonly,gold,prod_merc,16748,81821,,-65073,10462,74.7,-0.01,22,23,442301
2015-06-30,disagg,futonly,gold,swap,77261,86957,69788,-9696,15657,95.0,1.68,20,15,442301
2015-06-30,disagg,futonly,gold,m_money,115188,99565,22529,15623,-24293,1.2,-1.51,56,51,442301
2015-06-30,disagg,futonly,gold,other_rept,79288,27756,23640,51532,-3666,95.2,1.06,76,45,442301
2015-06-30,disagg,futonly,gold,nonrept,37859,30245,,7614,1840,18.3,-0.35,,,442301
2015-07-07,disagg,futonly,gold,prod_merc,18678,72089,,-53411,11662,80.3,0.19,25,22,452145
2015-07-07,disagg,futonly,gold,swap,82437,81615,71437,822,10518,98.8,2.11,22,14,452145
2015-07-07,disagg,futonly,gold,m_money,111482,109383,26932,2099,-13524,0.1,-1.84,57,52,452145
2015-07-07,disagg,futonly,gold,other_rept,82294,33945,21074,48349,-3183,92.7,0.9,84,50,452145
2015-07-07,disagg,futonly,gold,nonrept,37811,35670,,2141,-5473,9.6,-0.65,,,452145
2015-07-14,disagg,futonly,gold,prod_merc,22205,74248,,-52043,1368,80.7,0.2,28,25,462664
2015-07-14,disagg,futonly,gold,swap,81349,77775,80391,3574,2752,99.5,2.21,22,13,462664
2015-07-14,disagg,futonly,gold,m_money,108413,109536,24541,-1123,-3222,0.1,-1.89,51,54,462664
2015-07-14,disagg,futonly,gold,other_rept,82601,33654,26969,48947,598,92.9,0.93,86,48,462664
2015-07-14,disagg,futonly,gold,nonrept,36195,35550,,645,-1496,6.6,-0.73,,,462664
2015-07-21,disagg,futonly,gold,prod_merc,26690,66493,,-39803,12240,85.4,0.41,25,22,459760
2015-07-21,disagg,futonly,gold,swap,80298,62079,82688,18219,14645,99.9,2.77,25,11,459760
2015-07-21,disagg,futonly,gold,m_money,106297,119853,22140,-13556,-12433,0.1,-2.17,51,65,459760
2015-07-21,disagg,futonly,gold,other_rept,81423,39588,24803,41835,-7112,82.9,0.57,84,72,459760
2015-07-21,disagg,futonly,gold,nonrept,35421,42116,,-6695,-7340,0.7,-1.13,,,459760
2015-07-28,disagg,futonly,gold,prod_merc,22082,58546,,-36464,3339,87.5,0.46,23,25,438282
2015-07-28,disagg,futonly,gold,swap,83026,61828,71612,21198,2979,99.9,2.83,21,13,438282
2015-07-28,disagg,futonly,gold,m_money,106284,120917,20554,-14633,-1077,0.1,-2.15,51,62,438282
2015-07-28,disagg,futonly,gold,other_rept,76693,37595,23811,39098,-2737,78.9,0.43,76,59,438282
2015-07-28,disagg,futonly,gold,nonrept,34220,43419,,-9199,-2504,0.3,-1.26,,,438282
2015-08-04,disagg,futonly,gold,prod_merc,20798,60201,,-39403,-2939,85.3,0.4,20,25,434273
2015-08-04,disagg,futonly,gold,swap,87818,63235,62210,24583,3385,99.9,2.9,21,13,434273
2015-08-04,disagg,futonly,gold,m_money,103573,114860,24399,-11287,3346,0.5,-2.03,48,61,434273
2015-08-04,disagg,futonly,gold,other_rept,81219,40032,21891,41187,2089,82.5,0.54,78,66,434273
2015-08-04,disagg,futonly,gold,nonrept,32365,47445,,-15080,-5881,0.1,-1.56,,,434273
2015-08-11,disagg,futonly,gold,prod_merc,18426,62110,,-43684,-4281,83.2,0.31,22,25,435489
2015-08-11,disagg,futonly,gold,swap,86266,67040,61328,19226,-5357,99.5,2.64,19,15,435489
2015-08-11,disagg,futonly,gold,m_money,108507,113937,23795,-5430,5857,0.7,-1.85,49,67,435489
2015-08-11,disagg,futonly,gold,other_rept,79271,41399,22567,37872,-3315,76.3,0.38,78,67,435489
2015-08-11,disagg,futonly,gold,nonrept,35329,43313,,-7984,7096,0.7,-1.15,,,435489
2015-08-18,disagg,futonly,gold,prod_merc,17508,63587,,-46079,-2395,82.0,0.26,20,25,432728
2015-08-18,disagg,futonly,gold,swap,86133,70002,62421,16131,-3095,99.1,2.47,19,16,432728
2015-08-18,disagg,futonly,gold,m_money,112075,104158,24718,7917,13347,1.4,-1.49,54,60,432728
2015-08-18,disagg,futonly,gold,other_rept,73637,39895,23998,33742,-4130,64.3,0.17,72,76,432728
2015-08-18,disagg,futonly,gold,nonrept,32238,43949,,-11711,-3727,0.3,-1.34,,,432728
2015-08-25,disagg,futonly,gold,prod_merc,14467,80360,,-65893,-19814,73.3,-0.11,19,25,432154
2015-08-25,disagg,futonly,gold,swap,82325,79068,59867,3257,-12874,98.2,1.96,18,18,432154
2015-08-25,disagg,futonly,gold,m_money,119456,78842,27081,40614,32697,12.0,-0.67,60,43,432154
2015-08-25,disagg,futonly,gold,other_rept,70437,40318,25935,30119,-3623,53.3,-0.01,70,82,432154
2015-08-25,disagg,futonly,gold,nonrept,32586,40683,,-8097,3614,0.9,-1.13,,,432154
2015-09-01,disagg,futonly,gold,prod_merc,12944,80229,,-67285,-1392,72.3,-0.15,18,25,410274
2015-09-01,disagg,futonly,gold,swap,74975,76778,58946,-1803,-5060,96.4,1.75,17,15,410274
2015-09-01,disagg,futonly,gold,m_money,112641,72044,21287,40597,-17,11.9,-0.66,54,36,410274
2015-09-01,disagg,futonly,gold,other_rept,70112,38024,26303,32088,1969,60.5,0.09,65,75,410274
2015-09-01,disagg,futonly,gold,nonrept,33066,36663,,-3597,4500,2.8,-0.86,,,410274
2015-09-08,disagg,futonly,gold,prod_merc,20513,77612,,-57099,10186,77.1,0.02,19,26,421732
2015-09-08,disagg,futonly,gold,swap,74098,72978,61009,1120,2923,97.4,1.82,18,14,421732
2015-09-08,disagg,futonly,gold,m_money,112684,85859,21149,26825,-13772,5.5,-0.99,53,44,421732
2015-09-08,disagg,futonly,gold,other_rept,70931,38463,27734,32468,380,61.4,0.12,66,77,421732
2015-09-08,disagg,futonly,gold,nonrept,33614,36928,,-3314,283,3.2,-0.84,,,421732
2015-09-15,disagg,futonly,gold,prod_merc,17304,60606,,-43302,13797,84.0,0.27,15,25,413333
2015-09-15,disagg,futonly,gold,swap,78146,67823,59538,10323,9203,98.9,2.11,16,16,413333
2015-09-15,disagg,futonly,gold,m_money,104300,95493,24689,8807,-18018,1.5,-1.43,54,50,413333
2015-09-15,disagg,futonly,gold,other_rept,69925,39185,26824,30740,-1728,55.3,0.03,64,69,413333
2015-09-15,disagg,futonly,gold,nonrept,32607,39175,,-6568,-3254,2.2,-1.03,,,413333
2015-09-22,disagg,futonly,gold,prod_merc,19677,75195,,-55518,-12216,77.4,0.01,20,30,419304
2015-09-22,disagg,futonly,gold,swap,69713,71423,59702,-1710,-12033,96.0,1.65,14,18,419304
2015-09-22,disagg,futonly,gold,m_money,107531,86702,26492,20829,12022,3.8,-1.12,58,47,419304
2015-09-22,disagg,futonly,gold,other_rept,74549,34253,29659,40296,9556,80.3,0.53,72,66,419304
2015-09-22,disagg,futonly,gold,nonrept,31981,35878,,-3897,2671,3.0,-0.87,,,419304
2015-09-29,disagg,futonly,gold,prod_merc,25515,87605,,-62090,-6572,74.6,-0.14,19,27,415700
2015-09-29,disagg,futonly,gold,swap,61785,72838,62235,-11053,-9343,92.1,1.31,12,22,415700
2015-09-29,disagg,futonly,gold,m_money,112633,72069,26819,40564,19735,12.4,-0.61,64,38,415700
2015-09-29,disagg,futonly,gold,other_rept,70159,34078,23694,36081,-4215,72.7,0.31,69,66,415700
2015-09-29,disagg,futonly,gold,nonrept,32860,36362,,-3502,395,3.4,-0.84,,,415700
2015-10-06,disagg,futonly,gold,prod_merc,25741,92163,,-66422,-4332,72.2,-0.26,21,29,430228
2015-10-06,disagg,futonly,gold,swap,63322,85369,59361,-22047,-10994,85.1,0.92,12,23,430228
2015-10-06,disagg,futonly,gold,m_money,115414,69576,31554,45838,5274,15.9,-0.46,70,39,430228
2015-10-06,disagg,futonly,gold,other_rept,75586,34605,25741,40981,4900,81.8,0.57,72,70,430228
2015-10-06,disagg,futonly,gold,nonrept,33509,31859,,1650,5152,10.8,-0.51,,,430228
2015-10-13,disagg,futonly,gold,prod_merc,24080,103595,,-79515,-13093,65.5,-0.58,17,30,435928
2015-10-13,disagg,futonly,gold,swap,63188,102167,56974,-38979,-16932,64.2,0.33,14,20,435928
2015-10-13,disagg,futonly,gold,m_money,128350,51137,27249,77213,31375,37.0,0.4,73,31,435928
2015-10-13,disagg,futonly,gold,other_rept,74949,35003,25793,39946,-1035,79.6,0.52,74,70,435928
2015-10-13,disagg,futonly,gold,nonrept,35345,34010,,1335,-315,10.6,-0.52,,,435928
2015-10-20,disagg,futonly,gold,prod_merc,24068,125536,,-101468,-21953,55.9,-1.11,17,30,467792
2015-10-20,disagg,futonly,gold,swap,56278,118110,54620,-61832,-22853,37.3,-0.47,11,22,467792
2015-10-20,disagg,futonly,gold,m_money,156199,39855,31328,116344,39131,54.1,1.49,87,25,467792
2015-10-20,disagg,futonly,gold,other_rept,77028,42071,25798,34957,-4989,69.2,0.26,77,76,467792
2015-10-20,disagg,futonly,gold,nonrept,42473,30474,,11999,10664,25.9,0.21,,,467792
2015-10-27,disagg,futonly,gold,prod_merc,24021,126967,,-102946,-1478,55.6,-1.18,17,28,466780
2015-10-27,disagg,futonly,gold,swap,56525,119427,58224,-62902,-1070,36.8,-0.5,12,20,466780
2015-10-27,disagg,futonly,gold,m_money,147660,33568,34079,114092,-2252,53.2,1.44,79,25,466780
2015-10-27,disagg,futonly,gold,other_rept,78325,34983,28427,43342,8385,85.0,0.69,82,64,466780
2015-10-27,disagg,futonly,gold,nonrept,39519,31105,,8414,-3585,21.5,-0.02,,,466780
2015-11-03,disagg,futonly,gold,prod_merc,26094,115320,,-89226,13720,60.8,-0.89,24,28,443900
2015-11-03,disagg,futonly,gold,swap,64033,99795,56242,-35762,27140,68.7,0.45,13,20,443900
